Sample number 	 Current (A) 	 Absolute value (A) 	 Time (s)
5250.000000	-2.793091	2.793091	52.500000
5251.000000	0.447397	0.447397	52.510000
5252.000000	0.562313	0.562313	52.520000
5253.000000	6.478922	6.478922	52.530000
5254.000000	-5.101945	5.101945	52.540000
5255.000000	-4.088955	4.088955	52.550000
5256.000000	-6.593510	6.593510	52.560000
5257.000000	13.345432	13.345432	52.570000
5258.000000	11.722399	11.722399	52.580000
5259.000000	20.492863	20.492863	52.590000
5260.000000	16.756144	16.756144	52.600000
5261.000000	20.159497	20.159497	52.610000
5262.000000	5.504668	5.504668	52.620000
5263.000000	2.777344	2.777344	52.630000
5264.000000	9.350386	9.350386	52.640000
5265.000000	1.580867	1.580867	52.650000
5266.000000	11.697347	11.697347	52.660000
5267.000000	15.158974	15.158974	52.670000
5268.000000	21.289175	21.289175	52.680000
5269.000000	19.904701	19.904701	52.690000
5270.000000	12.049899	12.049899	52.700000
5271.000000	-2.352073	2.352073	52.710000
5272.000000	2.963764	2.963764	52.720000
5273.000000	7.754080	7.754080	52.730000
5274.000000	1.521127	1.521127	52.740000
5275.000000	3.208544	3.208544	52.750000
5276.000000	27.238865	27.238865	52.760000
5277.000000	32.019386	32.019386	52.770000
5278.000000	7.116333	7.116333	52.780000
5279.000000	18.121137	18.121137	52.790000
5280.000000	20.380293	20.380293	52.800000
5281.000000	11.554822	11.554822	52.810000
5282.000000	17.813161	17.813161	52.820000
5283.000000	28.253017	28.253017	52.830000
5284.000000	16.729091	16.729091	52.840000
5285.000000	22.395729	22.395729	52.850000
5286.000000	30.033062	30.033062	52.860000
5287.000000	6.143588	6.143588	52.870000
5288.000000	26.170955	26.170955	52.880000
5289.000000	32.022028	32.022028	52.890000
5290.000000	30.821524	30.821524	52.900000
5291.000000	5.413800	5.413800	52.910000
5292.000000	24.956158	24.956158	52.920000
5293.000000	-1.464225	1.464225	52.930000
5294.000000	13.756363	13.756363	52.940000
5295.000000	31.296984	31.296984	52.950000
5296.000000	20.804015	20.804015	52.960000
5297.000000	7.399539	7.399539	52.970000
5298.000000	28.144662	28.144662	52.980000
5299.000000	8.926798	8.926798	52.990000
5300.000000	12.859093	12.859093	53.000000
5301.000000	17.909486	17.909486	53.010000
5302.000000	22.884766	22.884766	53.020000
5303.000000	15.109266	15.109266	53.030000
5304.000000	10.085389	10.085389	53.040000
5305.000000	-1.410115	1.410115	53.050000
5306.000000	17.727083	17.727083	53.060000
5307.000000	-1.084683	1.084683	53.070000
5308.000000	-2.131215	2.131215	53.080000
5309.000000	10.975361	10.975361	53.090000
5310.000000	10.766777	10.766777	53.100000
5311.000000	0.638915	0.638915	53.110000
5312.000000	27.060673	27.060673	53.120000
5313.000000	5.578784	5.578784	53.130000
5314.000000	-5.603442	5.603442	53.140000
5315.000000	15.202120	15.202120	53.150000
5316.000000	8.933264	8.933264	53.160000
5317.000000	19.488056	19.488056	53.170000
5318.000000	12.182691	12.182691	53.180000
5319.000000	14.618857	14.618857	53.190000
5320.000000	13.961002	13.961002	53.200000
5321.000000	0.357199	0.357199	53.210000
5322.000000	6.164152	6.164152	53.220000
5323.000000	-4.318292	4.318292	53.230000
5324.000000	10.220884	10.220884	53.240000
5325.000000	19.021292	19.021292	53.250000
5326.000000	17.976810	17.976810	53.260000
5327.000000	18.131112	18.131112	53.270000
5328.000000	2.485823	2.485823	53.280000
5329.000000	-2.512230	2.512230	53.290000
5330.000000	-2.660693	2.660693	53.300000
5331.000000	-11.243093	11.243093	53.310000
5332.000000	5.063890	5.063890	53.320000
5333.000000	11.672845	11.672845	53.330000
5334.000000	9.871830	9.871830	53.340000
5335.000000	22.344024	22.344024	53.350000
5336.000000	8.131221	8.131221	53.360000
5337.000000	15.061504	15.061504	53.370000
5338.000000	33.937558	33.937558	53.380000
5339.000000	17.615723	17.615723	53.390000
5340.000000	3.861836	3.861836	53.400000
5341.000000	13.577263	13.577263	53.410000
5342.000000	5.290206	5.290206	53.420000
5343.000000	5.456518	5.456518	53.430000
5344.000000	-5.298204	5.298204	53.440000
5345.000000	25.703482	25.703482	53.450000
5346.000000	13.609132	13.609132	53.460000
5347.000000	11.657778	11.657778	53.470000
5348.000000	28.867360	28.867360	53.480000
5349.000000	2.737384	2.737384	53.490000
5350.000000	10.625877	10.625877	53.500000
5351.000000	-1.055288	1.055288	53.510000
5352.000000	1.994688	1.994688	53.520000
5353.000000	-9.339146	9.339146	53.530000
5354.000000	14.722123	14.722123	53.540000
5355.000000	4.567002	4.567002	53.550000
5356.000000	5.549205	5.549205	53.560000
5357.000000	14.353788	14.353788	53.570000
5358.000000	15.791633	15.791633	53.580000
5359.000000	27.311084	27.311084	53.590000
5360.000000	14.714197	14.714197	53.600000
5361.000000	28.695909	28.695909	53.610000
5362.000000	11.398635	11.398635	53.620000
5363.000000	12.479556	12.479556	53.630000
5364.000000	14.591196	14.591196	53.640000
5365.000000	-0.356022	0.356022	53.650000
5366.000000	-5.241889	5.241889	53.660000
5367.000000	21.724308	21.724308	53.670000
5368.000000	-5.113029	5.113029	53.680000
5369.000000	13.576533	13.576533	53.690000
5370.000000	19.455302	19.455302	53.700000
5371.000000	21.756424	21.756424	53.710000
5372.000000	22.665169	22.665169	53.720000
5373.000000	41.941484	41.941484	53.730000
5374.000000	4.709900	4.709900	53.740000
5375.000000	11.230836	11.230836	53.750000
5376.000000	14.021612	14.021612	53.760000
5377.000000	16.940561	16.940561	53.770000
5378.000000	2.711459	2.711459	53.780000
5379.000000	16.636349	16.636349	53.790000
5380.000000	13.581462	13.581462	53.800000
5381.000000	14.196311	14.196311	53.810000
5382.000000	21.967265	21.967265	53.820000
5383.000000	3.728644	3.728644	53.830000
5384.000000	8.096154	8.096154	53.840000
5385.000000	12.623857	12.623857	53.850000
5386.000000	0.901447	0.901447	53.860000
5387.000000	2.234336	2.234336	53.870000
5388.000000	13.995359	13.995359	53.880000
5389.000000	11.208002	11.208002	53.890000
5390.000000	22.979672	22.979672	53.900000
5391.000000	20.333811	20.333811	53.910000
5392.000000	20.804292	20.804292	53.920000
5393.000000	12.036246	12.036246	53.930000
5394.000000	4.658295	4.658295	53.940000
5395.000000	23.326114	23.326114	53.950000
5396.000000	15.876582	15.876582	53.960000
5397.000000	16.035248	16.035248	53.970000
5398.000000	18.151039	18.151039	53.980000
5399.000000	2.877076	2.877076	53.990000
5400.000000	16.238996	16.238996	54.000000
5401.000000	9.045839	9.045839	54.010000
5402.000000	4.945547	4.945547	54.020000
5403.000000	10.633225	10.633225	54.030000
5404.000000	-10.275984	10.275984	54.040000
5405.000000	-1.346461	1.346461	54.050000
5406.000000	31.306681	31.306681	54.060000
5407.000000	1.190980	1.190980	54.070000
5408.000000	5.216968	5.216968	54.080000
5409.000000	-3.347182	3.347182	54.090000
5410.000000	22.763167	22.763167	54.100000
5411.000000	17.952291	17.952291	54.110000
5412.000000	5.486211	5.486211	54.120000
5413.000000	8.520817	8.520817	54.130000
5414.000000	8.550786	8.550786	54.140000
5415.000000	28.659567	28.659567	54.150000
5416.000000	11.758751	11.758751	54.160000
5417.000000	14.361025	14.361025	54.170000
5418.000000	28.321429	28.321429	54.180000
5419.000000	5.157997	5.157997	54.190000
5420.000000	0.726239	0.726239	54.200000
5421.000000	7.776143	7.776143	54.210000
5422.000000	20.064495	20.064495	54.220000
5423.000000	22.615858	22.615858	54.230000
5424.000000	-5.133798	5.133798	54.240000
5425.000000	-1.478699	1.478699	54.250000
5426.000000	4.962365	4.962365	54.260000
5427.000000	11.798990	11.798990	54.270000
5428.000000	35.104746	35.104746	54.280000
5429.000000	39.988426	39.988426	54.290000
5430.000000	5.654746	5.654746	54.300000
5431.000000	-19.640560	19.640560	54.310000
5432.000000	20.584262	20.584262	54.320000
5433.000000	10.966711	10.966711	54.330000
5434.000000	1.802070	1.802070	54.340000
5435.000000	13.891758	13.891758	54.350000
5436.000000	26.791691	26.791691	54.360000
5437.000000	13.291516	13.291516	54.370000
5438.000000	21.765665	21.765665	54.380000
5439.000000	-9.638469	9.638469	54.390000
5440.000000	14.846256	14.846256	54.400000
5441.000000	13.592823	13.592823	54.410000
5442.000000	-1.937707	1.937707	54.420000
5443.000000	-5.938865	5.938865	54.430000
5444.000000	5.989137	5.989137	54.440000
5445.000000	13.852460	13.852460	54.450000
5446.000000	-2.637828	2.637828	54.460000
5447.000000	20.812063	20.812063	54.470000
5448.000000	2.526196	2.526196	54.480000
5449.000000	21.891779	21.891779	54.490000
5450.000000	2.733101	2.733101	54.500000
5451.000000	15.020092	15.020092	54.510000
5452.000000	5.222568	5.222568	54.520000
5453.000000	28.515164	28.515164	54.530000
5454.000000	22.810284	22.810284	54.540000
5455.000000	25.223737	25.223737	54.550000
5456.000000	-2.807616	2.807616	54.560000
5457.000000	10.058081	10.058081	54.570000
5458.000000	8.682044	8.682044	54.580000
5459.000000	24.006523	24.006523	54.590000
5460.000000	11.806880	11.806880	54.600000
5461.000000	-1.216787	1.216787	54.610000
5462.000000	3.434279	3.434279	54.620000
5463.000000	5.133518	5.133518	54.630000
5464.000000	14.154380	14.154380	54.640000
5465.000000	4.347225	4.347225	54.650000
5466.000000	3.694566	3.694566	54.660000
5467.000000	5.127872	5.127872	54.670000
5468.000000	11.134424	11.134424	54.680000
5469.000000	9.527219	9.527219	54.690000
5470.000000	17.281908	17.281908	54.700000
5471.000000	23.701051	23.701051	54.710000
5472.000000	9.093052	9.093052	54.720000
5473.000000	-5.729900	5.729900	54.730000
5474.000000	-6.673877	6.673877	54.740000
5475.000000	-0.239864	0.239864	54.750000
5476.000000	28.245068	28.245068	54.760000
5477.000000	10.494555	10.494555	54.770000
5478.000000	7.998131	7.998131	54.780000
5479.000000	-20.048839	20.048839	54.790000
5480.000000	16.415113	16.415113	54.800000
5481.000000	9.377875	9.377875	54.810000
5482.000000	12.413896	12.413896	54.820000
5483.000000	22.502782	22.502782	54.830000
5484.000000	-4.256157	4.256157	54.840000
5485.000000	24.685138	24.685138	54.850000
5486.000000	-8.138172	8.138172	54.860000
5487.000000	4.798173	4.798173	54.870000
5488.000000	22.416435	22.416435	54.880000
5489.000000	6.262246	6.262246	54.890000
5490.000000	-5.582696	5.582696	54.900000
5491.000000	21.997957	21.997957	54.910000
5492.000000	21.732448	21.732448	54.920000
5493.000000	-1.015606	1.015606	54.930000
5494.000000	-5.369201	5.369201	54.940000
5495.000000	2.174090	2.174090	54.950000
5496.000000	8.076573	8.076573	54.960000
5497.000000	21.586826	21.586826	54.970000
5498.000000	2.747310	2.747310	54.980000
5499.000000	5.131772	5.131772	54.990000
5500.000000	7.889451	7.889451	55.000000
5501.000000	4.879393	4.879393	55.010000
5502.000000	17.645138	17.645138	55.020000
5503.000000	-8.803004	8.803004	55.030000
5504.000000	1.253257	1.253257	55.040000
5505.000000	4.855211	4.855211	55.050000
5506.000000	12.181671	12.181671	55.060000
5507.000000	13.981832	13.981832	55.070000
5508.000000	17.565352	17.565352	55.080000
5509.000000	-0.250907	0.250907	55.090000
5510.000000	-7.824662	7.824662	55.100000
5511.000000	15.300734	15.300734	55.110000
5512.000000	19.371422	19.371422	55.120000
5513.000000	18.232274	18.232274	55.130000
5514.000000	6.620415	6.620415	55.140000
5515.000000	16.063313	16.063313	55.150000
5516.000000	11.832401	11.832401	55.160000
5517.000000	2.643096	2.643096	55.170000
5518.000000	-1.499045	1.499045	55.180000
5519.000000	10.820784	10.820784	55.190000
5520.000000	8.339735	8.339735	55.200000
5521.000000	26.585762	26.585762	55.210000
5522.000000	18.685539	18.685539	55.220000
5523.000000	16.918259	16.918259	55.230000
5524.000000	0.657779	0.657779	55.240000
5525.000000	12.723986	12.723986	55.250000
5526.000000	16.656061	16.656061	55.260000
5527.000000	2.106751	2.106751	55.270000
5528.000000	20.380910	20.380910	55.280000
5529.000000	17.269743	17.269743	55.290000
5530.000000	5.279522	5.279522	55.300000
5531.000000	3.990034	3.990034	55.310000
5532.000000	1.627364	1.627364	55.320000
5533.000000	23.035806	23.035806	55.330000
5534.000000	6.871207	6.871207	55.340000
5535.000000	3.832803	3.832803	55.350000
5536.000000	-5.780848	5.780848	55.360000
5537.000000	13.451794	13.451794	55.370000
5538.000000	2.360553	2.360553	55.380000
5539.000000	7.537714	7.537714	55.390000
5540.000000	5.677166	5.677166	55.400000
5541.000000	14.889980	14.889980	55.410000
5542.000000	10.942643	10.942643	55.420000
5543.000000	23.311398	23.311398	55.430000
5544.000000	10.004987	10.004987	55.440000
5545.000000	2.179777	2.179777	55.450000
5546.000000	28.068376	28.068376	55.460000
5547.000000	2.662280	2.662280	55.470000
5548.000000	-5.378785	5.378785	55.480000
5549.000000	15.818149	15.818149	55.490000
5550.000000	8.241566	8.241566	55.500000
5551.000000	12.590376	12.590376	55.510000
5552.000000	-3.111394	3.111394	55.520000
5553.000000	-18.627284	18.627284	55.530000
5554.000000	17.652531	17.652531	55.540000
5555.000000	7.162329	7.162329	55.550000
5556.000000	15.066019	15.066019	55.560000
5557.000000	17.655933	17.655933	55.570000
5558.000000	11.974732	11.974732	55.580000
5559.000000	2.825099	2.825099	55.590000
5560.000000	6.454800	6.454800	55.600000
5561.000000	8.084486	8.084486	55.610000
5562.000000	19.284627	19.284627	55.620000
5563.000000	4.561827	4.561827	55.630000
5564.000000	34.132031	34.132031	55.640000
5565.000000	7.714859	7.714859	55.650000
5566.000000	17.021134	17.021134	55.660000
5567.000000	11.980187	11.980187	55.670000
5568.000000	12.838636	12.838636	55.680000
5569.000000	5.921986	5.921986	55.690000
5570.000000	10.324611	10.324611	55.700000
5571.000000	2.804787	2.804787	55.710000
5572.000000	3.430829	3.430829	55.720000
5573.000000	30.504766	30.504766	55.730000
5574.000000	5.425273	5.425273	55.740000
5575.000000	21.478538	21.478538	55.750000
5576.000000	11.157122	11.157122	55.760000
5577.000000	13.226914	13.226914	55.770000
5578.000000	-0.153479	0.153479	55.780000
5579.000000	17.639491	17.639491	55.790000
5580.000000	4.630205	4.630205	55.800000
5581.000000	4.572340	4.572340	55.810000
5582.000000	13.146673	13.146673	55.820000
5583.000000	11.561221	11.561221	55.830000
5584.000000	16.636667	16.636667	55.840000
5585.000000	23.195682	23.195682	55.850000
5586.000000	17.438482	17.438482	55.860000
5587.000000	13.717915	13.717915	55.870000
5588.000000	29.386081	29.386081	55.880000
5589.000000	15.323361	15.323361	55.890000
5590.000000	7.950603	7.950603	55.900000
5591.000000	22.910826	22.910826	55.910000
5592.000000	22.024992	22.024992	55.920000
5593.000000	27.228044	27.228044	55.930000
5594.000000	11.533497	11.533497	55.940000
5595.000000	0.802815	0.802815	55.950000
5596.000000	15.553261	15.553261	55.960000
5597.000000	20.254259	20.254259	55.970000
5598.000000	-12.012052	12.012052	55.980000
5599.000000	-15.281979	15.281979	55.990000
5600.000000	18.456938	18.456938	56.000000
5601.000000	14.915997	14.915997	56.010000
5602.000000	-0.436408	0.436408	56.020000
5603.000000	18.072103	18.072103	56.030000
5604.000000	19.040287	19.040287	56.040000
5605.000000	13.268718	13.268718	56.050000
5606.000000	31.162654	31.162654	56.060000
5607.000000	7.329229	7.329229	56.070000
5608.000000	-2.330742	2.330742	56.080000
5609.000000	-0.631036	0.631036	56.090000
5610.000000	25.536921	25.536921	56.100000
5611.000000	5.539311	5.539311	56.110000
5612.000000	12.354162	12.354162	56.120000
5613.000000	27.716588	27.716588	56.130000
5614.000000	-1.369955	1.369955	56.140000
5615.000000	17.211881	17.211881	56.150000
5616.000000	24.776206	24.776206	56.160000
5617.000000	11.455394	11.455394	56.170000
5618.000000	25.324199	25.324199	56.180000
5619.000000	17.065011	17.065011	56.190000
5620.000000	11.864410	11.864410	56.200000
5621.000000	7.125036	7.125036	56.210000
5622.000000	11.455105	11.455105	56.220000
5623.000000	-2.148600	2.148600	56.230000
5624.000000	5.492776	5.492776	56.240000
5625.000000	14.716245	14.716245	56.250000
5626.000000	6.473113	6.473113	56.260000
5627.000000	6.758103	6.758103	56.270000
5628.000000	17.910942	17.910942	56.280000
5629.000000	33.037162	33.037162	56.290000
5630.000000	14.247290	14.247290	56.300000
5631.000000	-2.511060	2.511060	56.310000
5632.000000	9.466351	9.466351	56.320000
5633.000000	-2.828973	2.828973	56.330000
5634.000000	5.988037	5.988037	56.340000
5635.000000	2.459312	2.459312	56.350000
5636.000000	8.198858	8.198858	56.360000
5637.000000	8.964908	8.964908	56.370000
5638.000000	22.228205	22.228205	56.380000
5639.000000	4.748114	4.748114	56.390000
5640.000000	14.209454	14.209454	56.400000
5641.000000	8.850166	8.850166	56.410000
5642.000000	18.154592	18.154592	56.420000
5643.000000	4.180136	4.180136	56.430000
5644.000000	7.714484	7.714484	56.440000
5645.000000	11.406264	11.406264	56.450000
5646.000000	20.959824	20.959824	56.460000
5647.000000	-3.501697	3.501697	56.470000
5648.000000	40.404424	40.404424	56.480000
5649.000000	4.609723	4.609723	56.490000
5650.000000	7.355522	7.355522	56.500000
5651.000000	11.518122	11.518122	56.510000
5652.000000	11.231281	11.231281	56.520000
5653.000000	0.885230	0.885230	56.530000
5654.000000	3.788385	3.788385	56.540000
5655.000000	21.974856	21.974856	56.550000
5656.000000	6.943528	6.943528	56.560000
5657.000000	5.194000	5.194000	56.570000
5658.000000	8.960656	8.960656	56.580000
5659.000000	17.016678	17.016678	56.590000
5660.000000	11.339613	11.339613	56.600000
5661.000000	15.414827	15.414827	56.610000
5662.000000	-8.013414	8.013414	56.620000
5663.000000	7.520496	7.520496	56.630000
5664.000000	8.302541	8.302541	56.640000
5665.000000	6.256057	6.256057	56.650000
5666.000000	10.031016	10.031016	56.660000
5667.000000	5.172222	5.172222	56.670000
5668.000000	-0.577345	0.577345	56.680000
5669.000000	29.761221	29.761221	56.690000
5670.000000	12.518854	12.518854	56.700000
5671.000000	6.269759	6.269759	56.710000
5672.000000	19.667350	19.667350	56.720000
5673.000000	15.243693	15.243693	56.730000
5674.000000	6.591100	6.591100	56.740000
5675.000000	14.280095	14.280095	56.750000
5676.000000	5.607283	5.607283	56.760000
5677.000000	23.391222	23.391222	56.770000
5678.000000	-7.123459	7.123459	56.780000
5679.000000	9.712431	9.712431	56.790000
5680.000000	-6.440395	6.440395	56.800000
5681.000000	-6.636367	6.636367	56.810000
5682.000000	23.786834	23.786834	56.820000
5683.000000	18.612537	18.612537	56.830000
5684.000000	14.533408	14.533408	56.840000
5685.000000	13.204940	13.204940	56.850000
5686.000000	12.340038	12.340038	56.860000
5687.000000	2.474890	2.474890	56.870000
5688.000000	-5.471788	5.471788	56.880000
5689.000000	14.748078	14.748078	56.890000
5690.000000	12.345866	12.345866	56.900000
5691.000000	10.447269	10.447269	56.910000
5692.000000	12.091371	12.091371	56.920000
5693.000000	6.561888	6.561888	56.930000
5694.000000	8.330882	8.330882	56.940000
5695.000000	21.791557	21.791557	56.950000
5696.000000	21.329988	21.329988	56.960000
5697.000000	3.149860	3.149860	56.970000
5698.000000	18.496463	18.496463	56.980000
5699.000000	26.535150	26.535150	56.990000
5700.000000	23.639264	23.639264	57.000000
5701.000000	6.114857	6.114857	57.010000
5702.000000	5.914315	5.914315	57.020000
5703.000000	34.608576	34.608576	57.030000
5704.000000	12.683603	12.683603	57.040000
5705.000000	17.899894	17.899894	57.050000
5706.000000	10.247379	10.247379	57.060000
5707.000000	11.808701	11.808701	57.070000
5708.000000	7.938765	7.938765	57.080000
5709.000000	14.275694	14.275694	57.090000
5710.000000	-9.010697	9.010697	57.100000
5711.000000	6.408015	6.408015	57.110000
5712.000000	10.101809	10.101809	57.120000
5713.000000	27.361066	27.361066	57.130000
5714.000000	12.413914	12.413914	57.140000
5715.000000	5.497986	5.497986	57.150000
5716.000000	11.306540	11.306540	57.160000
5717.000000	18.291957	18.291957	57.170000
5718.000000	17.305242	17.305242	57.180000
5719.000000	11.781112	11.781112	57.190000
5720.000000	7.763763	7.763763	57.200000
5721.000000	23.980189	23.980189	57.210000
5722.000000	13.665616	13.665616	57.220000
5723.000000	-2.198573	2.198573	57.230000
5724.000000	-1.864952	1.864952	57.240000
5725.000000	8.020039	8.020039	57.250000
5726.000000	25.964604	25.964604	57.260000
5727.000000	21.477210	21.477210	57.270000
5728.000000	11.401252	11.401252	57.280000
5729.000000	-11.827139	11.827139	57.290000
5730.000000	17.660195	17.660195	57.300000
5731.000000	6.160301	6.160301	57.310000
5732.000000	6.399687	6.399687	57.320000
5733.000000	12.509077	12.509077	57.330000
5734.000000	8.807806	8.807806	57.340000
5735.000000	1.620332	1.620332	57.350000
5736.000000	17.742401	17.742401	57.360000
5737.000000	-7.675953	7.675953	57.370000
5738.000000	18.902833	18.902833	57.380000
5739.000000	18.974127	18.974127	57.390000
5740.000000	-8.597309	8.597309	57.400000
5741.000000	19.478564	19.478564	57.410000
5742.000000	-5.405148	5.405148	57.420000
5743.000000	0.106500	0.106500	57.430000
5744.000000	30.091079	30.091079	57.440000
5745.000000	14.696848	14.696848	57.450000
5746.000000	8.597777	8.597777	57.460000
5747.000000	21.446628	21.446628	57.470000
5748.000000	1.921852	1.921852	57.480000
5749.000000	19.675625	19.675625	57.490000
5750.000000	7.586465	7.586465	57.500000
5751.000000	16.751059	16.751059	57.510000
5752.000000	18.661159	18.661159	57.520000
5753.000000	31.344677	31.344677	57.530000
5754.000000	6.832225	6.832225	57.540000
5755.000000	9.582848	9.582848	57.550000
5756.000000	12.459960	12.459960	57.560000
5757.000000	10.322681	10.322681	57.570000
5758.000000	19.439238	19.439238	57.580000
5759.000000	10.567035	10.567035	57.590000
5760.000000	9.427925	9.427925	57.600000
5761.000000	18.517184	18.517184	57.610000
5762.000000	1.322671	1.322671	57.620000
5763.000000	12.251981	12.251981	57.630000
5764.000000	3.328018	3.328018	57.640000
5765.000000	0.034926	0.034926	57.650000
5766.000000	17.788150	17.788150	57.660000
5767.000000	-1.217911	1.217911	57.670000
5768.000000	16.282894	16.282894	57.680000
5769.000000	6.935909	6.935909	57.690000
5770.000000	9.269640	9.269640	57.700000
5771.000000	21.141879	21.141879	57.710000
5772.000000	5.511097	5.511097	57.720000
5773.000000	0.146557	0.146557	57.730000
5774.000000	11.152561	11.152561	57.740000
5775.000000	4.363513	4.363513	57.750000
5776.000000	-9.690555	9.690555	57.760000
5777.000000	1.618636	1.618636	57.770000
5778.000000	20.364120	20.364120	57.780000
5779.000000	5.246665	5.246665	57.790000
5780.000000	19.462496	19.462496	57.800000
5781.000000	10.555593	10.555593	57.810000
5782.000000	24.017672	24.017672	57.820000
5783.000000	0.131763	0.131763	57.830000
5784.000000	4.546335	4.546335	57.840000
5785.000000	-6.139150	6.139150	57.850000
5786.000000	4.154516	4.154516	57.860000
5787.000000	1.576734	1.576734	57.870000
5788.000000	13.783643	13.783643	57.880000
5789.000000	8.632232	8.632232	57.890000
5790.000000	16.045803	16.045803	57.900000
5791.000000	9.945441	9.945441	57.910000
5792.000000	31.848198	31.848198	57.920000
5793.000000	4.319594	4.319594	57.930000
5794.000000	17.619878	17.619878	57.940000
5795.000000	5.215200	5.215200	57.950000
5796.000000	22.596125	22.596125	57.960000
5797.000000	0.525557	0.525557	57.970000
5798.000000	18.726055	18.726055	57.980000
5799.000000	10.096455	10.096455	57.990000
5800.000000	18.599561	18.599561	58.000000
5801.000000	-1.309626	1.309626	58.010000
5802.000000	6.603324	6.603324	58.020000
5803.000000	-10.994834	10.994834	58.030000
5804.000000	-0.919450	0.919450	58.040000
5805.000000	12.230239	12.230239	58.050000
5806.000000	15.837427	15.837427	58.060000
5807.000000	20.385697	20.385697	58.070000
5808.000000	-4.513157	4.513157	58.080000
5809.000000	-6.666235	6.666235	58.090000
5810.000000	-14.170846	14.170846	58.100000
5811.000000	23.201471	23.201471	58.110000
5812.000000	13.961035	13.961035	58.120000
5813.000000	-8.687913	8.687913	58.130000
5814.000000	-1.696517	1.696517	58.140000
5815.000000	37.327909	37.327909	58.150000
5816.000000	8.036517	8.036517	58.160000
5817.000000	30.066743	30.066743	58.170000
5818.000000	-0.267539	0.267539	58.180000
5819.000000	11.940899	11.940899	58.190000
5820.000000	4.826093	4.826093	58.200000
5821.000000	31.850477	31.850477	58.210000
5822.000000	14.600586	14.600586	58.220000
5823.000000	0.979931	0.979931	58.230000
5824.000000	20.379728	20.379728	58.240000
5825.000000	7.592125	7.592125	58.250000
5826.000000	20.296685	20.296685	58.260000
5827.000000	-5.946434	5.946434	58.270000
5828.000000	2.804691	2.804691	58.280000
5829.000000	2.453155	2.453155	58.290000
5830.000000	16.899817	16.899817	58.300000
5831.000000	14.226404	14.226404	58.310000
5832.000000	18.673932	18.673932	58.320000
5833.000000	18.678397	18.678397	58.330000
5834.000000	14.557666	14.557666	58.340000
5835.000000	17.403775	17.403775	58.350000
5836.000000	20.214703	20.214703	58.360000
5837.000000	15.584065	15.584065	58.370000
5838.000000	7.882085	7.882085	58.380000
5839.000000	13.224642	13.224642	58.390000
5840.000000	20.787072	20.787072	58.400000
5841.000000	16.950103	16.950103	58.410000
5842.000000	3.259675	3.259675	58.420000
5843.000000	-9.120343	9.120343	58.430000
5844.000000	9.318977	9.318977	58.440000
5845.000000	16.297339	16.297339	58.450000
5846.000000	7.572944	7.572944	58.460000
5847.000000	11.891832	11.891832	58.470000
5848.000000	-5.276946	5.276946	58.480000
5849.000000	-2.122310	2.122310	58.490000
5850.000000	25.463974	25.463974	58.500000
5851.000000	5.308957	5.308957	58.510000
5852.000000	-2.504195	2.504195	58.520000
5853.000000	12.594002	12.594002	58.530000
5854.000000	19.743067	19.743067	58.540000
5855.000000	-1.927784	1.927784	58.550000
5856.000000	17.030052	17.030052	58.560000
5857.000000	18.730265	18.730265	58.570000
5858.000000	11.894354	11.894354	58.580000
5859.000000	26.693929	26.693929	58.590000
5860.000000	23.850153	23.850153	58.600000
5861.000000	4.014850	4.014850	58.610000
5862.000000	20.698703	20.698703	58.620000
5863.000000	31.789515	31.789515	58.630000
5864.000000	6.690936	6.690936	58.640000
5865.000000	13.497232	13.497232	58.650000
5866.000000	3.424043	3.424043	58.660000
5867.000000	-4.396649	4.396649	58.670000
5868.000000	9.829583	9.829583	58.680000
5869.000000	7.533772	7.533772	58.690000
5870.000000	13.264123	13.264123	58.700000
5871.000000	20.884441	20.884441	58.710000
5872.000000	7.029239	7.029239	58.720000
5873.000000	19.237965	19.237965	58.730000
5874.000000	10.252618	10.252618	58.740000
5875.000000	16.198119	16.198119	58.750000
5876.000000	-0.237774	0.237774	58.760000
5877.000000	9.633633	9.633633	58.770000
5878.000000	4.903839	4.903839	58.780000
5879.000000	27.046660	27.046660	58.790000
5880.000000	-3.273462	3.273462	58.800000
5881.000000	0.017473	0.017473	58.810000
5882.000000	7.546462	7.546462	58.820000
5883.000000	11.933051	11.933051	58.830000
5884.000000	-0.708024	0.708024	58.840000
5885.000000	14.856280	14.856280	58.850000
5886.000000	9.362730	9.362730	58.860000
5887.000000	9.113440	9.113440	58.870000
5888.000000	-6.272989	6.272989	58.880000
5889.000000	-5.345294	5.345294	58.890000
5890.000000	-2.483094	2.483094	58.900000
5891.000000	6.167071	6.167071	58.910000
5892.000000	1.366235	1.366235	58.920000
5893.000000	11.617184	11.617184	58.930000
5894.000000	15.461264	15.461264	58.940000
5895.000000	5.661443	5.661443	58.950000
5896.000000	-4.335232	4.335232	58.960000
5897.000000	26.902561	26.902561	58.970000
5898.000000	24.697505	24.697505	58.980000
5899.000000	17.467100	17.467100	58.990000
5900.000000	-12.580271	12.580271	59.000000
5901.000000	7.246837	7.246837	59.010000
5902.000000	14.212925	14.212925	59.020000
5903.000000	13.299512	13.299512	59.030000
5904.000000	7.150288	7.150288	59.040000
5905.000000	1.231773	1.231773	59.050000
5906.000000	19.663541	19.663541	59.060000
5907.000000	11.583951	11.583951	59.070000
5908.000000	2.568594	2.568594	59.080000
5909.000000	15.961903	15.961903	59.090000
